,Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category
0,ialx566343618,0.6285714285714286,0.78,0.8678516042102318,0.9290667167482085,0.7329921150447573,0.8571373479601903,2022-03-19,11:30:00,11:45:00,Sunny,High ,motorcycle ,Urban ,0.43137254901960786,Clothing
1,akqg208421122,0.5428571428571429,0.7,0.7088011926312289,0.9391955026793632,0.4198240262218305,0.8786019657370331,2022-03-25,19:45:00,19:50:00,Stormy,Jam ,scooter ,Metropolitian ,0.607843137254902,Electronics
2,njpu434582536,0.2285714285714286,0.6800000000000002,0.7088209768557089,0.9391681440308579,0.415997947690922,0.8771922296151708,2022-03-19,08:30:00,08:45:00,Sandstorms,Low ,motorcycle ,Urban ,0.47058823529411764,Sports
3,rjto796129700,0.657142857142857,0.74,0.6779136666591767,0.9351980800371296,0.35574180913274317,0.869717580292635,2022-04-05,18:00:00,18:10:00,Sunny,Medium ,motorcycle ,Metropolitian ,0.37254901960784315,Cosmetics
4,zguw716275638,0.4857142857142857,0.72,0.7097677886910234,0.9537133183207488,0.41884966903649223,0.9065708923464666,2022-03-26,13:30:00,13:45:00,Cloudy,High ,scooter ,Metropolitian ,0.5490196078431373,Toys
5,fxuu788413734,0.2,0.76,0.7818981107909776,0.9432966642035965,0.562158096797722,0.88566079840682,2022-03-11,21:20:00,21:30:00,Cloudy,Jam ,motorcycle ,Urban ,0.47058823529411764,Toys
6,njmo150975311,0.5142857142857142,0.74,0.8779572016591117,0.9825020486887903,0.7560141382294202,0.9648389539913137,2022-03-04,19:15:00,19:30:00,Fog,Jam ,scooter ,Metropolitian ,0.7450980392156863,Toys
7,jvjc772545076,0.5714285714285714,0.72,0.6997262837175233,0.9331061982927129,0.401753482156021,0.8664444837226674,2022-03-14,17:25:00,17:30:00,Cloudy,Medium ,motorcycle ,Metropolitian ,0.5882352941176471,Snacks
8,uaeb808891380,0.2,0.76,0.7819327453164164,0.9431746221199091,0.5654482917616084,0.8865463991172248,2022-03-20,20:55:00,21:05:00,Stormy,Jam ,motorcycle ,Metropolitian ,0.6274509803921569,Electronics
9,bgvc052754213,0.5999999999999999,0.6400000000000001,0.9905189563849086,0.9412479329924538,0.9788658743926414,0.8820221486114399,2022-02-12,21:55:00,22:10:00,Fog,Jam ,motorcycle ,Metropolitian ,0.8627450980392157,Toys
10,vmau710398846,0.17142857142857143,0.74,0.6617270812660396,0.9314146736326752,0.3231879132292535,0.8620509678154614,2022-02-13,14:55:00,15:05:00,Stormy,High ,motorcycle ,Metropolitian ,0.4117647058823529,Cosmetics
11,lcwn330553507,0.2285714285714286,0.74,0.8001905432733483,0.9178910623412989,0.6005159055080977,0.8356152959457752,2022-03-04,17:30:00,17:40:00,Sandstorms,Medium ,scooter ,Metropolitian ,0.37254901960784315,Shoes
12,wcjs752046999,0.5428571428571429,0.6599999999999999,0.9997658731963213,0.9285965518408297,0.9956683174496169,0.8561986493761983,2022-02-13,09:20:00,09:30:00,Sandstorms,Low ,motorcycle ,Metropolitian ,0.3529411764705882,Apparel
13,blhl288691670,0.2571428571428572,0.74,0.928004301216581,0.954408721206373,0.856315397178919,0.908975620735824,2022-02-14,19:50:00,20:05:00,Fog,Jam ,scooter ,Metropolitian ,0.7647058823529412,Jewelry
14,zyvo118176215,0.39999999999999997,0.7,0.8101201695089059,0.9117830305440222,0.6202884178443558,0.8234204240846534,2022-04-02,20:25:00,20:35:00,Sandstorms,Jam ,van,Metropolitian ,0.3529411764705882,Outdoors
15,uhfs888375680,0.5714285714285714,0.6000000000000001,0.6990632614570678,0.93337898160884,0.3975341238421254,0.8659727686279244,2022-03-01,14:55:00,15:10:00,Windy,High ,scooter ,Metropolitian ,0.09019607843137253,Grocery
16,vmfv999642595,0.5142857142857142,0.6400000000000001,0.8006801826082302,0.9170819714600258,0.6021351526316293,0.8342257736039472,2022-03-16,20:30:00,20:40:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,0.7450980392156863,Cosmetics
17,qfgc848777135,0.5428571428571429,0.78,0.7818101090075179,0.9432919922491485,0.5632713533543634,0.886103175288977,2022-03-20,20:40:00,20:50:00,Cloudy,Jam ,motorcycle ,Metropolitian ,0.7647058823529412,Snacks
18,vwmc439983136,0.17142857142857143,0.74,0.864739560258647,0.9995443034455003,0.7271173352116961,0.9979609264695859,2022-02-15,21:15:00,21:30:00,Windy,Jam ,motorcycle ,Urban ,0.2549019607843137,Jewelry
19,ntzy027061451,0.28571428571428575,0.6199999999999999,0.8002145496422185,0.9178839808800774,0.6002416179045155,0.8354882314469232,2022-03-16,20:20:00,20:25:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,0.6666666666666666,Toys
20,pbjm971961647,0.45714285714285713,0.74,0.8777640183322597,0.9824190507958475,0.7562737048189289,0.9648990984563764,2022-03-10,22:30:00,22:45:00,Sandstorms,Low ,van,Metropolitian ,0.47058823529411764,Books
21,kjic578711491,0.6285714285714286,0.8,0.6779136666591767,0.9351980800371296,0.3544533177477415,0.8692658757108644,2022-03-11,08:15:00,08:30:00,Sandstorms,Low ,motorcycle ,Metropolitian ,0.3529411764705882,Clothing
22,rkzt648036688,0.5142857142857142,0.6599999999999999,0.7099821959774157,0.953533069114513,0.42217571627316625,0.9072273546151538,2022-03-27,19:30:00,19:45:00,Windy,Jam ,scooter ,Metropolitian ,0.7254901960784313,Snacks
23,segh259958026,0.28571428571428575,0.6000000000000001,0.8108488695709876,0.9119281665623481,0.6201288381863234,0.8231455618466461,2022-03-26,12:25:00,12:30:00,Cloudy,High ,motorcycle ,Metropolitian ,0.6274509803921569,Jewelry
24,owvs520891091,0.39999999999999997,0.7,0.7103017524536037,0.9537176282835689,0.42216779205114846,0.9073699803368479,2022-03-27,18:35:00,18:50:00,Sunny,Medium ,van,Metropolitian ,0.2549019607843137,Outdoors
25,edrh271340988,0.3428571428571428,0.8,0.9342500336760501,0.9285465856839359,0.8655310741118662,0.8562118165647569,2022-04-05,20:35:00,20:40:00,Stormy,Jam ,motorcycle ,Urban ,0.3137254901960784,Cosmetics
26,qvfd540651807,0.5714285714285714,0.6599999999999999,0.8422190303242013,0.9114140027038173,0.6842057402484476,0.8226836487413274,2022-03-12,23:20:00,23:30:00,Cloudy,Low ,scooter ,Metropolitian ,0.7058823529411765,Electronics
27,gzfn634029300,0.4857142857142857,0.6000000000000001,0.7091431377964441,0.9388140540014247,0.419216438109233,0.8773886872303974,2022-03-16,21:20:00,21:35:00,Windy,Jam ,motorcycle ,Metropolitian ,0.8823529411764706,Cosmetics
28,xjps180812498,0.2285714285714286,0.76,0.7994101745170809,0.9174488103821055,0.5996062305902866,0.8349581787054445,2022-04-02,23:35:00,23:45:00,Windy,Low ,van,Urban ,0.19607843137254902,Jewelry
29,ahpg083217029,0.45714285714285713,0.76,0.6782179198840499,0.9353065248102925,0.3557034120894701,0.8697082413004069,2022-04-01,22:35:00,22:50:00,Sandstorms,Low ,motorcycle ,Metropolitian ,0.47058823529411764,Jewelry
30,itii428784576,0.5999999999999999,0.6199999999999999,0.8422176552963347,0.9114294552214349,0.6829145108192528,0.8222627955824918,2022-03-05,22:35:00,22:40:00,Stormy,Low ,motorcycle ,Urban ,0.3921568627450981,Cosmetics
31,asis944862845,0.31428571428571433,0.6599999999999999,0.750862631820484,0.9171378991665421,0.5010024946159582,0.8336598781039051,2022-02-11,23:25:00,23:35:00,Sandstorms,Low ,motorcycle ,Urban ,0.37254901960784315,Jewelry
32,xzkg140273315,0.657142857142857,0.78,0.7516414637809006,0.916945692924346,0.5022312322129804,0.8331632063310193,2022-02-11,13:35:00,13:40:00,Cloudy,High ,scooter ,Urban ,0.4509803921568627,Shoes
33,zotl583816092,0.4857142857142857,0.5,0.4999095312547797,0.49980985541324746,0.003221228462504112,0.0011292614544264183,2022-03-08,21:35:00,21:45:00,Stormy,Jam ,scooter ,Urban ,0.09803921568627452,Grocery
34,agoo012263585,0.4857142857142857,0.72,0.8002145496422185,0.9178839808800774,0.6018522321357676,0.8360528621741364,2022-04-02,22:35:00,22:45:00,Cloudy,Low ,scooter ,Metropolitian ,0.5490196078431373,Sports
35,ezif478391605,0.5142857142857142,0.78,0.800012436722633,0.9172589118365375,0.5995170025618752,0.8341273358829648,2022-03-08,18:55:00,19:10:00,Sunny,Medium ,motorcycle ,Metropolitian ,0.3921568627450981,Jewelry
36,tixw400453550,0.14285714285714285,0.74,0.8006925255054322,0.9171517057534764,0.5999048706810454,0.833574517230565,2022-04-03,14:15:00,14:25:00,Windy,High ,scooter ,Urban ,0.1568627450980392,Toys
37,mrfx777445506,0.14285714285714285,0.76,0.8424264330568734,0.9115342178610075,0.682041751179622,0.8220202528073101,2022-03-30,11:00:00,11:10:00,Sandstorms,Low ,scooter ,Metropolitian ,0.33333333333333337,Kitchen
38,czjt755903822,0.5714285714285714,0.8,0.7822266292134958,0.9431697522012896,0.562490141027637,0.8852944885762332,2022-04-01,09:45:00,09:55:00,Sunny,Low ,scooter ,Urban ,0.17647058823529413,Clothing
39,zqtj827550147,0.31428571428571433,0.78,0.7097635665466332,0.9387709656854619,0.4181970159377043,0.8765121770747006,2022-03-28,08:40:00,08:55:00,Stormy,Low ,scooter ,Metropolitian ,0.17647058823529413,Kitchen
40,luka250567007,0.2,0.76,0.7097635665466332,0.9387709656854619,0.41980763016895634,0.8770768078019139,2022-03-18,23:00:00,23:10:00,Fog,Low ,motorcycle ,Metropolitian ,0.5098039215686275,Books
41,zkat983341391,0.5714285714285714,0.6599999999999999,0.7112461539459523,0.9536367344669634,0.4227598538425567,0.9067567687818653,2022-03-14,17:25:00,17:30:00,Cloudy,Medium ,motorcycle ,Metropolitian ,0.09019607843137253,Grocery
42,ydhu273019158,0.6285714285714286,0.74,0.8420418458509966,0.9114209031692249,0.6838529190949495,0.8226974257310714,2022-04-04,19:45:00,19:50:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,0.9803921568627451,Clothing
43,rpuq263118672,0.3714285714285714,0.72,0.8087481990572518,0.9117326175537128,0.6182007074655222,0.8235456253021057,2022-03-08,19:10:00,19:25:00,Stormy,Jam ,scooter ,Metropolitian ,0.3921568627450981,Cosmetics
44,nvck471535045,0.6285714285714286,0.78,0.8645204778775082,0.9996156949818724,0.7263589613947687,0.997990535704921,2022-02-13,10:55:00,11:00:00,Fog,Low ,scooter ,Urban ,0.023529411764705882,Grocery
45,rxgx102974679,0.2285714285714286,0.78,0.8108488695709876,0.9119281665623481,0.6207730838788242,0.8233714141375313,2022-03-24,21:40:00,21:45:00,Sunny,Jam ,van,Metropolitian ,0.17647058823529413,Apparel
46,ikas794013321,0.3428571428571428,0.78,0.7097278481756996,0.93898346042718,0.4194143825982538,0.8773881338922846,2022-03-19,19:00:00,19:15:00,Windy,Medium ,scooter ,Metropolitian ,0.4509803921568627,Snacks
47,dsyl658069912,0.6285714285714286,0.76,0.7112461539459523,0.9536367344669634,0.4217934853038055,0.9064179903455374,2022-03-09,16:45:00,16:55:00,Cloudy,Medium ,motorcycle ,Urban ,0.47058823529411764,Jewelry
48,wzoc344425774,0.5142857142857142,0.8,0.8424690103903414,0.9115498966233925,0.682126533912755,0.8220515559348268,2022-03-19,11:30:00,11:40:00,Sunny,High ,scooter ,Metropolitian ,0.3137254901960784,Shoes
49,dwnh519656346,0.45714285714285713,0.78,0.8779572016591117,0.9825020486887903,0.7537592783056672,0.9640484709732151,2022-04-03,15:10:00,15:15:00,Fog,Medium ,motorcycle ,Metropolitian ,0.27450980392156865,Books
50,yakw330215137,0.45714285714285713,0.76,0.7088209768557089,0.9391681440308579,0.4192191761534261,0.8783214910695971,2022-03-25,22:45:00,22:55:00,Stormy,Low ,scooter ,Metropolitian ,0.4117647058823529,Cosmetics
51,dcdm719150402,0.28571428571428575,0.8,0.4999095312547797,0.49980985541324746,0.0006442456925008224,0.0002258522908852836,2022-02-13,22:10:00,22:25:00,Cloudy,Low ,motorcycle ,Metropolitian ,0.2549019607843137,Home
52,fris321432357,0.3714285714285714,0.76,0.677913860780758,0.9351925992576379,0.3567085642189099,0.8700454161854696,2022-04-04,20:45:00,20:55:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,0.6666666666666666,Kitchen
53,mxuw713526914,0.45714285714285713,0.74,0.8424264330568734,0.9115342178610075,0.683652365410874,0.8225848835345234,2022-03-26,22:50:00,23:05:00,Cloudy,Low ,motorcycle ,Metropolitian ,0.27450980392156865,Clothing
54,carl449634661,0.2571428571428572,0.74,0.6772371691256289,0.9351674691200922,0.3556832149870102,0.8701081692444921,2022-03-10,17:55:00,18:00:00,Sunny,Medium ,motorcycle ,Urban ,0.33333333333333337,Snacks
